2,1982.000000,1872.25,1876.5,1879,1877.500000
4,5965.000000,5918,5821.38,5893.12,6015.750000
6,9938.333333,8407.08,9912.58,9927.5,9936.666667
8,12765.750000,12863.1,13048.6,12761,13144.750000
10,15330.500000,14969.8,15420.7,15193.8,15075.000000
