2,2853.000000,64,584.75,586.25,585.500000
4,3043.250000,2407.62,960.5,1584.12,3223.250000
6,3266.833333,1579.5,2818.17,2864.92,2424.500000
8,2520.875000,3485.81,2282.25,4248.94,1887.000000
10,3678.800000,2306.55,3871.2,2589,2380.600000
