2,12.750000,37.375,37.625,37.875,38.250000
4,489.250000,66.9375,66.1875,40.5,40.875000
6,892.750000,69.25,69.75,69.9583,93.833333
8,717.875000,711.281,306.406,103.188,99.437500
10,428.500000,771,604.875,603.625,424.300000
