2,935.250000,937.875,4486.88,2667.5,971.750000
4,2980.500000,7217.25,3287.12,5045.19,5452.000000
6,5045.333333,20453.4,8195.58,9917.12,8169.166667
8,6350.125000,11521.5,11361.3,12333.9,10710.375000
10,18470.100000,10121.6,21136.7,15871.5,10151.250000
