0.047233,0.755722,890368.312500,0.095684,6350.125000
0.047241,0.755859,888325.312500,0.095702,6406.812500
0.047902,0.766434,1167552.375000,0.097041,10335.562500
0.048464,0.775429,1447674.000000,0.098180,15335.000000
0.049069,0.785110,2422366.312500,0.099405,56377.562500
0.050275,0.804405,1811854.000000,0.101848,22680.250000
0.058116,0.929855,1203662.062500,0.117732,7226.062500
0.058279,0.932465,1722062.062500,0.118062,15817.000000
0.058498,0.935966,1561429.937500,0.118506,11767.187500
0.062064,0.993027,1648847.312500,0.125730,14294.750000
0.064150,1.026398,2027660.687500,0.129955,18955.000000
0.064249,1.027977,1540559.937500,0.130155,56913.875000
0.067326,1.077209,1201595.437500,0.136389,7384.000000
0.068961,1.103371,1534906.437500,0.139701,10104.875000
0.071476,1.143608,1673337.062500,0.144796,11876.500000
0.073231,1.171692,1663713.437500,0.148352,10846.062500
0.075183,1.202934,1750293.375000,0.152307,23291.437500
0.076505,1.224083,1388230.312500,0.154985,10966.812500
0.078067,1.249077,901446.687500,0.158150,7150.562500
0.080132,1.282104,1782553.125000,0.162331,18732.125000
0.081955,1.311287,1608047.375000,0.166026,26107.687500
0.090371,1.445938,1249953.937500,0.183075,10031.375000
0.094135,1.506157,1469872.625000,0.190699,14636.437500
0.111970,1.791527,1134679.187500,0.226831,9121.812500
0.125270,2.004318,1173581.875000,0.253773,9912.562500
0.125575,2.009193,1176310.875000,0.254390,9704.312500
0.128476,2.055611,1166784.750000,0.260267,9619.375000
0.130278,2.084450,1237151.687500,0.263919,10536.125000
0.151998,2.431961,1227763.812500,0.307918,10506.562500
0.157967,2.527473,1270602.250000,0.320011,10710.375000
