2,984702.500000,984238,2.68068e+06,986536,984843.250000
4,874260.750000,2.02048e+06,787464,884789,881000.500000
6,866972.000000,2.23667e+06,1.58877e+06,1.51868e+06,1174688.250000
8,890368.312500,1.46286e+06,1.66853e+06,1.35991e+06,1270602.250000
10,1774110.450000,1.4032e+06,1.66751e+06,1.44947e+06,1069072.800000
