0.125999,0.755997,1742013.833333,0.255251,9931.833333
0.126011,0.756065,1740622.000000,0.255274,9915.666667
0.126011,0.756065,1746836.666667,0.255274,9817.000000
0.126011,0.756065,1746906.666667,0.255274,9734.500000
0.126011,0.756065,1754661.166667,0.255274,9577.166667
0.126022,0.756134,1438174.500000,0.255297,6809.666667
0.126022,0.756134,1445138.333333,0.255297,6740.666667
0.126022,0.756134,1728874.666667,0.255297,10194.166667
0.126022,0.756134,1732449.000000,0.255297,10119.666667
0.126022,0.756134,1734795.833333,0.255297,9943.333333
0.126022,0.756134,1735604.000000,0.255297,9984.000000
0.126022,0.756134,1737103.666667,0.255297,10028.166667
0.126022,0.756134,1752450.666667,0.255297,9658.166667
0.126034,0.756203,1726430.666667,0.255321,10256.166667
0.126034,0.756203,1739133.166667,0.255321,10001.166667
0.126034,0.756203,1739206.500000,0.255321,9965.333333
0.126034,0.756203,1754508.166667,0.255321,9649.333333
0.126045,0.756271,1735562.166667,0.255344,10065.000000
0.126045,0.756271,1749755.833333,0.255344,9693.166667
0.126057,0.756340,1725342.833333,0.255367,10257.333333
0.126057,0.756340,1737993.000000,0.255367,10022.166667
0.126057,0.756340,1741018.333333,0.255367,9939.500000
0.126057,0.756340,1742555.666667,0.255367,9881.833333
0.126057,0.756340,1752038.500000,0.255367,9690.666667
0.126057,0.756340,1754588.166667,0.255367,9618.166667
0.126068,0.756409,1725460.000000,0.255390,10273.333333
0.126068,0.756409,1746108.333333,0.255390,9866.333333
0.126068,0.756409,1747033.833333,0.255390,9753.833333
0.126068,0.756409,1749936.500000,0.255390,9715.500000
0.126080,0.756477,1746195.166667,0.255413,9726.500000
