2,0.187935,0.189016,0.189051,0.246815,0.246815
4,0.094482,0.156066,0.156195,0.156212,0.189016
6,0.104101,0.114461,0.125985,0.125999,0.126040
8,0.078089,0.094455,0.094482,0.094491,0.094504
10,0.074618,0.075574,0.075583,0.075589,0.075613
