2,0.277027,0.374445,0.478437,0.491553,0.493629
4,0.132900,0.174031,0.20517,0.279285,0.454268
6,0.092571,0.116781,0.133512,0.163026,0.221558
8,0.075325,0.086818,0.100877,0.123064,0.155929
10,0.065863,0.073883,0.0819375,0.0903695,0.115837
