2,64.000000,64,64,64,65.000000
4,119.750000,118.75,119.5,119,119.000000
6,674.500000,254.333,250.667,251.5,249.833333
8,635.625000,399.125,393.75,390.125,389.625000
10,492.000000,460.8,458.45,465.15,463.400000
