2,0.312441,0.378033,0.378084,0.378119,0.378187
4,0.187798,0.188991,0.18902,0.189047,0.189085
6,0.124769,0.125988,0.126005,0.126017,0.126051
8,0.093697,0.09448,0.094491,0.0945,0.094521
10,0.074470,0.0755755,0.075586,0.075593,0.075607
