0.187798,1.502380,1584171.750000,0.380442,4140.875000
0.187815,1.502518,1543432.500000,0.380477,3583.625000
0.188570,1.508560,1826434.625000,0.382007,7695.500000
0.188939,1.511513,1754851.250000,0.382755,5905.625000
0.188973,1.511787,1759214.125000,0.382824,5818.000000
0.188982,1.511856,1750008.875000,0.382842,5937.125000
0.188982,1.511856,1760363.250000,0.382842,5779.500000
0.188999,1.511993,1754030.750000,0.382877,5873.750000
0.189008,1.512062,1757328.875000,0.382894,5801.875000
0.189008,1.512062,1758537.250000,0.382894,5816.000000
0.189008,1.512062,1760223.625000,0.382894,5768.625000
0.189008,1.512062,1764943.000000,0.382894,5718.875000
0.189016,1.512131,1754479.250000,0.382911,5874.500000
0.189016,1.512131,1758124.750000,0.382911,5791.750000
0.189016,1.512131,1758354.375000,0.382911,5782.375000
0.189025,1.512199,1753985.500000,0.382929,5838.500000
0.189025,1.512199,1756651.500000,0.382929,5828.125000
0.189025,1.512199,1758795.750000,0.382929,5801.375000
0.189025,1.512199,1759127.250000,0.382929,5814.250000
0.189034,1.512268,1745195.625000,0.382946,5947.625000
0.189042,1.512337,1718386.750000,0.382964,5163.500000
0.189042,1.512337,1765590.375000,0.382964,5699.875000
0.189051,1.512405,1730122.625000,0.382981,5098.625000
0.189051,1.512405,1749523.500000,0.382981,5905.250000
0.189051,1.512405,1753346.000000,0.382981,5850.250000
0.189051,1.512405,1753755.000000,0.382981,5857.500000
0.189051,1.512405,1761567.875000,0.382981,5735.750000
0.189059,1.512474,1754482.250000,0.382998,5841.625000
0.189085,1.512680,1749370.000000,0.383050,5903.625000
0.189085,1.512680,1832270.375000,0.383050,7464.000000
