2,1.354683,1.97462,1.97466,1.97469,1.974724
4,0.677359,1.66454,1.66468,1.97459,1.974672
6,1.109734,1.43879,1.43888,1.76787,1.871693
8,1.078978,1.36346,1.489,1.49384,1.496037
10,0.863251,1.19306,1.19495,1.19561,1.196418
