2,0.686011,0.999948,0.999965,0.999983,1.000000
4,0.343014,0.842923,0.842993,0.999934,0.999974
6,0.561969,0.728604,0.72865,0.89525,0.947825
8,0.546394,0.690455,0.754027,0.756483,0.757593
10,0.437150,0.604166,0.605122,0.605457,0.605866
