0.170670,2.730721,542895.875000,0.345745,2539.062500
0.170670,2.730721,661237.062500,0.345745,3555.312500
0.201500,3.224007,436227.500000,0.408202,1552.750000
0.201500,3.224007,769675.250000,0.408202,5080.062500
0.201505,3.224075,444350.750000,0.408210,1452.125000
0.201505,3.224075,546823.500000,0.408210,2509.812500
0.201505,3.224075,657930.187500,0.408210,3688.187500
0.201513,3.224213,543835.187500,0.408228,2550.062500
0.201522,3.224350,767610.500000,0.408245,5105.875000
0.201526,3.224419,439809.437500,0.408254,1512.000000
0.232344,3.717499,343986.187500,0.470684,728.750000
0.232352,3.717636,439178.500000,0.470702,1544.375000
0.232357,3.717705,342148.625000,0.470710,742.937500
0.232357,3.717705,439248.687500,0.470710,1528.687500
0.232357,3.717705,439534.250000,0.470710,1543.312500
0.232357,3.717705,444258.437500,0.470710,1474.562500
0.232361,3.717773,343385.375000,0.470719,732.750000
0.232361,3.717773,547249.687500,0.470719,2505.250000
0.253874,4.061989,217604.687500,0.514301,291.562500
0.253909,4.062538,217385.750000,0.514371,293.625000
0.262689,4.203026,344836.750000,0.532159,762.625000
0.263191,4.211060,248572.562500,0.533176,331.937500
0.263213,4.211403,344127.437500,0.533219,759.500000
0.263213,4.211403,545161.125000,0.533219,2585.125000
0.263213,4.211403,652985.812500,0.533219,3851.062500
0.263221,4.211540,343451.812500,0.533237,758.937500
0.263221,4.211540,440506.812500,0.533237,1558.187500
0.270302,4.324837,651985.812500,0.547581,1790.562500
0.270315,4.325043,463465.562500,0.547607,535.125000
0.270427,4.326828,463254.062500,0.547833,527.812500
