2,3015.000000,1443.5,63.5,64,585.500000
4,5024.000000,1520.12,121.875,119,379.250000
6,2164.166667,707.667,686.25,250.833,424.500000
8,5256.000000,1050.94,434.938,1104.06,1807.250000
10,456.400000,2662.5,1270,3113.3,1562.700000
