2,11004.500000,8288.25,7004,1877.5,5432.000000
4,9868.250000,15751.1,10822,9611.25,12722.500000
6,23724.833333,26902.2,37416,18952.2,39265.833333
8,50964.250000,51891.9,57092.1,43643.7,30622.625000
10,27706.500000,49321.3,44574.2,33544,42094.500000
