2,3418020.500000,3.17775e+06,3.74303e+06,1.96786e+06,3429313.000000
4,2494973.750000,3.2599e+06,2.86163e+06,2.82093e+06,3351030.750000
6,2965689.500000,3.08929e+06,3.43137e+06,2695715,3676081.000000
8,3285223.875000,3.237e+06,3.23122e+06,3.18864e+06,3457445.625000
10,2135163.500000,3.11919e+06,2.92432e+06,2.9826e+06,3139126.800000
