2,1.249763,1.5122,1.51234,1.51247,1.512680
4,1.501831,1.51186,1.51216,1.51237,1.512680
6,1.496887,1.51182,1.51206,1.5122,1.512611
8,1.499565,1.51158,1.51186,1.51199,1.512337
10,1.492012,1.51151,1.51172,1.51186,1.512199
