2,985633.500000,1.96873e+06,1.96853e+06,1.9682e+06,1967924.250000
4,1643914.375000,1762544,1.75595e+06,1.755e+06,1751628.375000
6,1612064.583333,1.74193e+06,1.75246e+06,1.74172e+06,1749086.833333
8,1556095.750000,1.77748e+06,1.65862e+06,1.77335e+06,1662248.437500
10,1640070.950000,1.75828e+06,1.81407e+06,1.81046e+06,1711554.050000
