0.074601,1.492012,1640070.950000,0.151127,12756.400000
0.074865,1.497299,1731094.900000,0.151662,14235.850000
0.074886,1.497711,1723862.200000,0.151704,14663.150000
0.075133,1.502655,1719981.700000,0.152205,14028.150000
0.075476,1.509521,1818338.100000,0.152900,15215.300000
0.075572,1.511444,1714517.600000,0.153095,13653.600000
0.075576,1.511513,1713274.100000,0.153102,13771.850000
0.075576,1.511513,1803281.450000,0.153102,15238.600000
0.075576,1.511513,1812682.250000,0.153102,14882.700000
0.075583,1.511650,1718417.650000,0.153116,13495.900000
0.075586,1.511719,1715714.100000,0.153123,13663.200000
0.075586,1.511719,1808220.000000,0.153123,15071.350000
0.075586,1.511719,1810561.850000,0.153123,14964.650000
0.075586,1.511719,1810727.100000,0.153123,14892.300000
0.075586,1.511719,1812415.050000,0.153123,14815.100000
0.075586,1.511719,1815727.350000,0.153123,14725.100000
0.075589,1.511787,1615117.650000,0.153130,12636.350000
0.075589,1.511787,1803913.050000,0.153130,15155.850000
0.075589,1.511787,1810131.550000,0.153130,14901.900000
0.075589,1.511787,1816181.400000,0.153130,14682.500000
0.075593,1.511856,1715217.900000,0.153137,13629.800000
0.075593,1.511856,1804433.050000,0.153137,15144.900000
0.075593,1.511856,1816480.550000,0.153137,14716.600000
0.075596,1.511925,1710739.700000,0.153144,13723.600000
0.075596,1.511925,1811076.700000,0.153144,14921.400000
0.075600,1.511993,1615800.400000,0.153151,12514.500000
0.075600,1.511993,1805494.350000,0.153151,15063.400000
0.075600,1.511993,1810689.700000,0.153151,14869.250000
0.075603,1.512062,1716058.950000,0.153158,13580.450000
0.075610,1.512199,1711554.050000,0.153172,13688.450000
