2,0.632946,0.765858,0.765927,0.765997,0.766101
4,0.380303,0.382842,0.38292,0.382973,0.383050
6,0.252701,0.255222,0.255263,0.255286,0.255355
8,0.189865,0.191386,0.191421,0.191438,0.191482
10,0.151127,0.153102,0.153123,0.153137,0.153172
